minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
36,Elmer Fudd,0.6164492447896658,26.451579488563297,15.997780280505093,37.72446776943848,6.039857852819621,23.45399464324016,15.05170988792286,28.47792718418518
36,Lola Bunny,0.6288486206867279,30.073064802684627,15.315001145679656,34.57094384295609,1.8275521034009858,24.03746656183267,16.192319214366997,30.310407347248255
36,Porky Pig,0.6089311892414996,28.975078390544063,16.486602288942382,37.083198571608456,5.538121783137423,14.489161083639372,14.66937054421517,32.790457210280564
36,Tasmanian Devil,0.6095980304791938,26.925403192603035,14.862114220299635,36.007191033049,6.7786663326145735,29.76312407168112,13.444061961628314,21.412052189784387
36,Gossamer,0.6213049650391248,35.757356295366,16.18345278160641,33.92856717405922,7.397045379622407,15.197203464278545,12.114628488491238,27.989716369706553
36,Granny,0.6176323723204108,29.33214229535217,15.116419560130065,33.08350970719541,6.338305762619386,20.776150514571693,13.67407010255621,26.210420761424142
36,Wile E. Coyote,0.6376334296560366,30.52560449768909,15.101124924774576,36.00462756444148,5.6896526696212195,15.062339722275892,13.302383599731973,32.411505399020854
36,Tweety,0.6110822386225202,30.955124259973516,13.586974146290952,33.16250639041495,6.805474593420064,21.658744713539882,7.373346096767362,17.484918211679254
36,Penelope,0.5991272322808082,27.674162119819805,15.584827984919057,31.17896498210031,8.098141276949134,18.924275039089352,12.229517356747332,22.29225915632436
36,Daffy Duck,0.6160562916646023,33.13712776226389,15.314230966237892,34.56477522689022,4.394436550654195,13.155712286810578,14.278767175508698,33.320009202906135
